Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
document_id.document_number,"O número de identificação do documento.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",235578435-S,string,,Yes,No,,
additional_documents,"Informações detalhadas sobre documentos adicionais fornecidos para comprovar a identidade da empresa.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",,array,,Yes,No,,
additional_documents[].type,"O tipo de documento de identificação. Retornamos um dos seguintes valores:

  - `DRIVERS_LICENSE`
  - `PASSPORT`
  - `ID_CARD`
  - `FISCAL_ID`
  - `FOREIGNER_REGISTRATION_CARD`
  - `OTHER`
  - `null`",DRIVERS_LICENSE,string,,Yes,Yes,"DRIVERS_LICENSE, PASSPORT, ID_CARD, FISCAL_ID, FOREIGNER_REGISTRATION_CARD, OTHER, None",
additional_documents[].type_additional_info,"Informações adicionais sobre o tipo de documento.

> Nota: Para documentos de ID Empresarial, este campo deve retornar um valor da rede de open finance do Brasil.",EIN,string,,Yes,Yes,,"^[\w\W\s]{0,70}$"
additional_documents[].number,"O número do documento de identidade.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",DL-7896829-7,string,,Yes,No,,"^[\w\W]{0,40}$"
additional_documents[].check_digit,"O dígito verificador do documento de identidade.

> **Nota**: Este campo não se aplica a documentos de identificação empresarial e retornará `null`.",,string,,Yes,No,,"^[\w\W\s]{0,2}$"
additional_documents[].issue_date,"A data em que o documento de identificação foi emitido, no formato `YYYY-MM-DD`.

> **Nota**: Este campo não se aplica a documentos de identificação empresarial e retornará `null`.",,string,date,Yes,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
additional_documents[].expiration_date,"A data de expiração do documento de identidade, no formato `YYYY-MM-DD`.",2019-01-01,string,date,Yes,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
additional_documents[].country_of_issuance,"O código de país de três letras que emitiu o documento (no formato ISO-3166 Alpha 3).

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",CAN,string,,Yes,Yes,,^(\w{3}){1}$
additional_documents[].additional_info,"Informações adicionais sobre o documento de identificação.

> **Nota**: Este campo não se aplica a documentos de identificação empresarial e retornará `null`.",,string,,Yes,Yes,,"^[\w\W\s]{0,100}$"
email,O endereço de e-mail registrado do proprietário da conta.,johndoe@belvo.com,string,email,Yes,Yes,,
emails,Lista adicional de e-mails fornecida pelo proprietário.,,array,,Yes,No,,
emails[].is_main,"Boolean para indicar se este é o endereço de e-mail principal do usuário.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",True,boolean,,Yes,No,,
emails[].email,"O endereço de e-mail do usuário.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",homen_morcego@gmail.com,string,,Yes,No,,"^[\w\W\s]{0,320}$"
address,O endereço registrado do proprietário das contas.,"Carrer de la Llacuna, 162, 08018 Barcelona",string,,Yes,Yes,,
addresses,Informações detalhadas sobre os endereços do proprietário.,,array,,Yes,No,,
addresses[].is_main,"Boolean para indicar se este é o endereço principal do usuário.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",True,boolean,,Yes,No,,
addresses[].address,"O endereço do usuário.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.","Av Naburo Ykesaki, 1270",string,,Yes,No,,"^[\w\W\s]{0,150}$"
addresses[].additional_info,Informações adicionais sobre o endereço do usuário.,In between two palm trees,string,,Yes,Yes,,"^[\w\W\s]{0,150}$"
addresses[].district_name,O distrito do endereço.,CENTRO,string,,Yes,Yes,,"^[\w\W\s]{0,50}$"
addresses[].town,"A cidade do usuário.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",Brasilia,string,,Yes,No,,"^[\w\W\s]{0,50}$"
addresses[].town_code,"O código de sete dígitos para a cidade, se aplicável.

Para o Brasil, este é o código do município do IBGE.",3550308,string,,Yes,Yes,,\d{7}$
addresses[].state,O estado em que o endereço está localizado.,SP,string,,Yes,Yes,,"^[\w\W\s]{0,2}$"
addresses[].postcode,"O código postal do endereço.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",17500001,string,,Yes,No,,^\d{8}$
addresses[].country_name,"O nome do país.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",Brasil,string,,Yes,No,,"^[\w\W\s]{0,80}$"
addresses[].country_code,O código de país de três letras (conforme ISO-3166 Alpha 3).,BRA,string,,Yes,Yes,,^([A-Z]{3})$
addresses[].latitude,A coordenada de latitude geográfica.,-23.5475000,string,,Yes,Yes,,"^-?\d{1,2}\.\d{1,9}$"
addresses[].longitude,A coordenada de longitude geográfica.,-46.6361100,string,,Yes,Yes,,"^-?\d{1,3}\.\d{1,8}$"
phone_number,O número de telefone registrado do proprietário da conta.,+52-XXX-XXX-XXXX,string,,Yes,Yes,,
phone_numbers,Informações detalhadas sobre os `phone_number`s do proprietário.,,array,,Yes,No,,
phone_numbers[].is_main,"Boolean para indicar se este é o número de telefone principal do usuário.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",True,boolean,,Yes,No,,
phone_numbers[].type,"O tipo de número de telefone. Retornamos um dos seguintes valores:

  - `LANDLINE`
  - `MOBILE`
  - `OTHER`
  - `null`",MOBILE,string,,Yes,Yes,"LANDLINE, MOBILE, OTHER, None",
phone_numbers[].additional_info,Informações adicionais sobre o número de telefone.,This is their work mobile number.,string,,Yes,Yes,,"^[\w\W\s]{0,100}$"
phone_numbers[].number,"O número de telefone (não incluindo o código do país, área ou ramal).

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",29875132,string,,Yes,No,,"^([0-9]{8,11})$"
phone_numbers[].country_code,O código de discagem do país. Por exemplo: `351` (sem `+`).,351,string,,Yes,Yes,,"^\d{1,4}$"
phone_numbers[].area_code,O código de discagem da área.,21,string,,Yes,Yes,,"^\d{1,2}$"
phone_numbers[].extension,O código da extensão.,932,string,,Yes,Yes,,"^\d{1,5}$"
parties,"Informações detalhadas sobre as partes autorizadas a agir em nome do proprietário.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",,array,,Yes,No,,
parties[].person_type,"O tipo de pessoa que é parte proprietária da conta. Retornamos um dos seguintes valores:

  - `INDIVIDUAL`
  - `COMPANY`",INDIVIDUAL,string,,Yes,Yes,"INDIVIDUAL, COMPANY",
parties[].type,"O tipo de acesso que o `person_type` tem à conta. Retornamos um dos seguintes valores:

- `MEMBER` indica que o `person_type` tem acesso de leitura à conta.
- `ADMINISTRATOR` indica que o `person_type` pode realizar todas as ações para a conta (incluindo transferências).",MEMBER,string,,Yes,Yes,"MEMBER, ADMINISTRATOR",
parties[].display_name,"O nome completo do indivíduo, conforme fornecido pela instituição. Aplicável apenas se o `person_type` for `INDIVIDUAL`.",Jack Oswald White,string,,Yes,Yes,,"^[\w\W]{0,128}$"
parties[].social_name,"O nome social do indivíduo, conforme geralmente aceito pelo país. Aplicável apenas se o `person_type` for `INDIVIDUAL`.",O Piadista,string,,Yes,Yes,,"^[\w\W]{0,128}$"
parties[].company_name,O nome completo (oficial) da empresa. Aplicável apenas se o `person_type` for `COMPANY`.,Wayne Enterprises,string,,No,Yes,,"^[\w\W]{0,128}$"
parties[].trade_name,O nome comercial da empresa. Aplicável apenas se o `person_type` for `COMPANY`.,WayneCorp,string,,Yes,Yes,,"^[\w\W]{0,128}$"
parties[].start_date,"A data em que a parte foi adicionada à conta, no formato `YYYY-MM-DD`.",2021-07-15,string,date,Yes,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
parties[].percentage_type,A participação acionária da parte.,0.51,number,float,Yes,Yes,,^[01]\.\d{6}$
parties[].document_type,"O tipo de documento de identificação que a parte forneceu ao ser adicionada à conta. Retornamos um dos seguintes valores:

  - `CPF`
  - `CNPJ`
  - `OTHER_TRAVEL_DOCUMENT`
  - `PASSPORT`",CPF,string,,Yes,Yes,"CPF, CNPJ, OTHER_TRAVEL_DOCUMENT, PASSPORT",
parties[].document_number,"O número do documento de identidade.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",DL-7896829-7,string,,Yes,No,,"^[\w\W\s]{0,40}$"
parties[].document_issue_date,"A data em que o documento de identificação foi emitido, no formato `YYYY-MM-DD`.",2019-01-01,string,date,Yes,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
parties[].document_expiration_date,"A data de expiração do documento de identidade, no formato `YYYY-MM-DD`.",2019-01-01,string,date,Yes,Yes,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
parties[].document_country,O código de país de três letras que emitiu o documento (no formato ISO-3166 Alpha 3).,CAN,string,,Yes,Yes,,^(\w{3}){1}$
parties[].document_additional_info,Informações adicionais sobre o documento.,Confirmed CPF with their driver's licence.,string,,Yes,Yes,,"^[\w\W\s]{0,100}$"
financial_profile,Informações sobre o perfil financeiro do indivíduo.,,object,,Yes,Yes,,
financial_profile.economic_activities,Detalhes sobre as atividades econômicas relatadas da empresa.,,array,,Yes,No,,
financial_profile.economic_activities[].is_main,"Boolean para indicar se esta é a principal atividade econômica do negócio.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `economic_activities` estiver disponível.",True,boolean,,Yes,No,,
financial_profile.economic_activities[].code,"O código da atividade econômica, conforme fornecido pelo país.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `economic_activities` estiver disponível.",8599604,string,,Yes,No,,"^\d{2,7}$"
financial_profile.informed_revenue,Informações sobre a receita reportada do negócio.,,object,,Yes,Yes,,
financial_profile.informed_revenue.frequency,"Indica com que frequência a empresa declara sua receita. Retornamos um dos seguintes valores:

- `DAILY`
- `WEEKLY`
- `FORTNIGHTLY`
- `MONTHLY`
- `BIMONTHLY`
- `QUARTERLY`
- `BIANNUALLY`
- `ANNUALLY`
- `OTHERS`
- `null`",MONTHLY,string,,Yes,Yes,"DAILY, WEEKLY, FORTNIGHTLY, MONTHLY, BIMONTHLY, QUARTERLY, BIANNUALLY, ANNUALLY, OTHERS, None",
financial_profile.informed_revenue.frequency_additional_info,Informações adicionais sobre a frequência.,Recently switched from weekly to monthly.,string,,Yes,Yes,,[\w\W\s]*
financial_profile.informed_revenue.amount,"A receita reportada do negócio.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `informed_revenue` estiver disponível.",45391.89,number,float,Yes,No,,"^\d{1,15}\.\d{2,4}$"
financial_profile.informed_revenue.currency,"O código de moeda de três letras (ISO-4217).

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `informed_revenue` estiver disponível.",BRL,string,,Yes,No,,^[A-Z]{3}$
financial_profile.informed_revenue.year,"O ano em que a receita foi declarada pela última vez.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `informed_revenue` estiver disponível.",2022,integer,int32,Yes,No,,
financial_profile.patrimony,Informações sobre os ativos relatados do indivíduo.,,object,,Yes,Yes,,
financial_profile.patrimony.amount,"Os ativos relatados do negócio.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `patrimony` estiver disponível.",45391.89,number,float,Yes,No,,"^\d{1,15}\.\d{2,4}$"
financial_profile.patrimony.currency,"O código de moeda de três letras (ISO-4217).

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `patrimony` estiver disponível.",BRL,string,,Yes,No,,^[A-Z]{3}$
financial_profile.patrimony.date,"A data em que os ativos relatados foram aplicados, no formato `YYYY-MM-DD`.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `patrimony` estiver disponível.",2022-12-12,string,date,Yes,No,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])$
financial_relation,"Detalhes sobre qualquer relacionamento adicional que a empresa tenha com a instituição (por exemplo, outras contas ou produtos que ela possua com a instituição).",,object,,Yes,Yes,,
financial_relation.start_date,"O carimbo de data/hora ISO-8601 quando o relacionamento financeiro entre a empresa e a instituição começou.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil.",2021-05-21T08:30:00Z,string,date-time,Yes,No,,^(\d{4})-(1[0-2]|0?[1-9])-(3[01]|[12][0-9]|0?[1-9])T(?:[01]\d|2[0123]):(?:[012345]\d):(?:[012345]\d)Z$
financial_relation.product_services,"Uma lista de produtos que a empresa possui com a instituição.

> **Non-nullable:** Um valor deve ser retornado pela rede de open finance do Brasil.",,array,,Yes,No,,
financial_relation.procurators,Informações sobre quaisquer indivíduos ou empresas que possam agir em nome do proprietário.,,array,,Yes,No,,
financial_relation.procurators[].type,"O tipo de representante que pode acessar e fazer alterações na conta. Retornamos um dos seguintes valores:

  - `LEGAL_REPRESENTATIVE`
  - `ATTORNEY`
  - `null`",LEGAL_REPRESENTATIVE,string,,Yes,Yes,"LEGAL_REPRESENTATIVE, ATTORNEY, None",
financial_relation.procurators[].civil_name,"O nome completo dos representantes.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `procurators` estiver disponível.",Alfred Thaddeus Pennyworth,string,,Yes,No,,^[\w\W]*$
financial_relation.procurators[].social_name,O nome social da pessoa.,Alfred Pennyworth,string,,Yes,Yes,,^[\w\W]*$
financial_relation.procurators[].document_number,"O número do documento do representante.

**Nota**: Para indivíduos, este é o número do CPF do Brasil. Para empresas, este é o número do CNPJ do Brasil.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `procurators` estiver disponível.",73677831148,string,,Yes,No,,^\d{11}$
financial_relation.products,Detalhes sobre quaisquer produtos adicionais que a empresa tenha com a instituição.,,array,,Yes,No,,
financial_relation.products[].type,"Os produtos adicionais que a empresa possui na instituição. Retornamos um dos seguintes valores:

  - `SAVINGS_ACCOUNT`
  - `CHECKING_ACCOUNT`
  - `null`",SAVINGS_ACCOUNT,string,,Yes,Yes,"SAVINGS_ACCOUNT, CHECKING_ACCOUNT, None",
financial_relation.products[].subtype,"O subtipo do produto que a empresa possui na instituição.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `products` estiver disponível.",CONJUNTA_SIMPLES,string,,Yes,No,,
financial_relation.products[].agency,O código da agência onde o produto foi aberto.,6272,string,,Yes,Yes,,"^\d{1,4}$"
financial_relation.products[].clearing_code,"O código de compensação bancária para o produto.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `products` estiver disponível.",001,string,,Yes,No,,^\d{3}$
financial_relation.products[].number,"O número da conta do produto.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `products` estiver disponível.",24550245,string,,Yes,No,,"^\d{8,20}$"
financial_relation.products[].check_digit,"O dígito verificador do número do produto.

> **Não anulável:** Um valor deve ser retornado pela rede de open finance do Brasil se o campo `products` estiver disponível.",7,string,,Yes,No,,"^[\w\W\s]{0,2}$"
